party_name,candidate_name,candidate_id,deputy_name,has_details,detail_url
NUEVA ALIANZA,FELIX EUGENIO SANCHEZ AGUILAR,10131,MARCOS CONSTANTINO GONZALEZ ALCOCER,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10131
NUEVA ALIANZA,HILDA OLIVIA PEREZ RAMIREZ,10137,LAURA VARGAS ARTEAGA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10137
NUEVA ALIANZA,FADALALA AKABANI HNEIDE,10141,NOE HERNANDEZ DIAZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10141
NUEVA ALIANZA,AMALIA BIO JIMENEZ,10145,DULCE MARIA VARGAS MILLAN,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10145
NUEVA ALIANZA,OSCAR MORENO RAMOS,10149,IÑIGO GONZALEZ DE COSIO CORREDOR,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10149
NUEVA ALIANZA,SAMANTHA CAROLINA GOMES FONSECA,10155,MARISOL SORIA ULIBARRI,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10155
NUEVA ALIANZA,RAMON ALFREDO SANCHEZ ZEPEDA,10159,MAURICIO DEHESA MORALES,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10159
NUEVA ALIANZA,MARIA GUADALUPE GUERRERO SAUCEDO,10163,JUANA LUCIA TORRES,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10163
NUEVA ALIANZA,SAMUEL OBED HERNANDEZ SALINAS,10171,MARCO ANTONIO CASTILLO GUERRERO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10171
NUEVA ALIANZA,ANA MARIA VICTORIA LARA RAMIREZ,10173,MARIA LUISA MOTA VILLANUEVA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10173
NUEVA ALIANZA,ERICK JESUS CARO CAMPA,10175,HUGO PARRA SILVA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10175
NUEVA ALIANZA,ZURISADAI CAMACHO CONTRERAS,10179,LAURA KARINA ACEVEDO CHAVEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10179
NUEVA ALIANZA,GIOVANI SERNA ROSALES,10185,ALEXIS ADONAI AVILA SOLIS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10185
NUEVA ALIANZA,ESTHER CALDIÑO MERIDA,10189,YOLANDA CRUZ MUÑOZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10189
NUEVA ALIANZA,LUCIANO QUADRI BARBA,10191,VICTOR FLORENCIO RAMIREZ CABRERA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10191
NUEVA ALIANZA,MARIA DE LOURDES TRINIDAD CABRERA,10193,ROSA MARIA ANTUNEZ ELIAS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10193
NUEVA ALIANZA,RANDOLFO HERNANDEZ MARTINEZ,10195,ARTURO MARTINEZ GUERRERO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10195
NUEVA ALIANZA,PATRICIA PEDRAZA ZUÑIGA,10197,MARIA ISABEL SANDOVAL RAMOS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10197
NUEVA ALIANZA,GERARDO BACHIR MESTRE REYES,10111,GERARDO MESTRE MARTINEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10111
NUEVA ALIANZA,CLAUDIA IVONNE MENDOZA PEREGRINA,10113,ALICIA DEL MONTE ZAVALA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10113
NUEVA ALIANZA,VALENTIN EDUARDO MALPICA RODRIGUEZ,10115,ANGEL MARIN TELLEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10115
NUEVA ALIANZA,MARIA DEL CARMEN RAMIREZ LOPEZ,10117,MARIA DE JESUS RAMIREZ CORDOBA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10117
NUEVA ALIANZA,ALBERTO SANDOVAL POBLANO,10121,HUBER SOTO ESQUIVEL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10121
NUEVA ALIANZA,MA. CONCEPCION GARCIA DE LA ROSA,,AURELIA MONTALVO ALEMAN,False,
NUEVA ALIANZA,ANTONIO YANNIC MARTINEZ SANCHEZ,10125,LUIS RAUL GARCIA MORENO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10125
NUEVA ALIANZA,ESPERANZA OJEDA OLVERA,10129,ALETHIA LUNA CASTELLANOS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10129
NUEVA ALIANZA,LUIS ANTONIO VALDEZ VAZQUEZ,10133,CARLOS ACEVES HERNANDEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10133
NUEVA ALIANZA,ANEL JANNETH CARPIO MORALES,10135,FRANCISCA MARIELA GOMEZ ROQUERO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10135
NUEVA ALIANZA,RAMON ZEFERINO SANCHEZ GRANADOS,,LEOPOLDO FLORES GARCIA,False,
NUEVA ALIANZA,SANDRA OLGA ROSALES HINOJOSA,10143,GIOVANNA MICHAELL MONROY ROSALES,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10143
NUEVA ALIANZA,JOSE LUIS BOJORGES RAMIREZ,10147,BERTOLDO MAURILIO CORTES RENDON,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10147
NUEVA ALIANZA,ARMIDA ELIZABETH CORONA RUGERIO,10151,AURORA CASTILLO SANDOVAL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10151
NUEVA ALIANZA,TOMAS SEVILLA TALAVERA,10153,HECTOR JAVIER MALDONADO MENDOZA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10153
NUEVA ALIANZA,MARIA DEL CARMEN PORTILLO GONZALEZ,10157,MA. GUADALUPE CASTILLO HERNANDEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10157
NUEVA ALIANZA,ERIK ROBERTO IZQUIERDO GOROSTIETA,10161,ODIN PARRA SANTILLAN,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10161
NUEVA ALIANZA,MARIA DE LOURDES DANIELA TORRES BERNAL,10165,DULCE ANGELICA CEDILLO MENDEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10165
NUEVA ALIANZA,RICARDO ENRIQUE FLORES PABLO,10167,ERNESTO MENDOZA GONZALEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10167
NUEVA ALIANZA,MONICA NAVA ESTRADA,10169,BEATRIZ ESTRADA RUIZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10169
NUEVA ALIANZA,ALEJANDRO TELLO PADILLA,10233,DANTE SERGIO PIÑA GALICIA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10233
NUEVA ALIANZA,ADRIANA YURIRIA GONZALEZ GONZALEZ,10235,VERONICA ALVAREZ YNESA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10235
NUEVA ALIANZA,MOISES SALAS ORTEGA,10237,GERARDO MIGUEL MACIEL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10237
NUEVA ALIANZA,MARGARITA LOPEZ LUGO,10239,ANAHI VIRIDIANA MIRANDA LUGO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10239
NUEVA ALIANZA,JOSE ENRIQUE MARTINEZ MARTINEZ,10241,RAFAEL ALBERTO JIMENEZ REYES,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10241
NUEVA ALIANZA,EVA SANCHEZ MORALES,10243,RODMINA BANDIN ALVAREZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10243
NUEVA ALIANZA,TOMAS CANTU LOPEZ,10245,TOMAS CANTU GONZALEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10245
NUEVA ALIANZA,BRENDA ELISA LOZANO MARTINEZ,10247,SOFIA ABIGAIL LOZANO MARTINEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10247
NUEVA ALIANZA,JESUS EDGAR TORRES CONTRERAS,10249,MARCO ANTONIO ROSAS DE LA CRUZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10249
NUEVA ALIANZA,RIBKA ESPINOZA PALACIOS,10251,KARLA NAZHEL REYES LAUREL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10251
NUEVA ALIANZA,ALFONSO ALCANTARA FLORES,10253,GUSTAVO SIERRA ARRIAGA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10253
NUEVA ALIANZA,MARIA HERNANDEZ PEREA,10255,ROSA HUERTA ESPINOSA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10255
NUEVA ALIANZA,SALVADOR ISAAC GINORI REYES,10257,RICARDO RAMIREZ ISLAS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10257
NUEVA ALIANZA,ROSA MARGARITA ROSALES VILLANUEVA,,MARIA ESTHER TRUJILLO LOPEZ,False,
NUEVA ALIANZA,CUAUHTEMOC CUTBERTO ROBLES SAN MIGUEL,10261,JOSE AQUILEO TLAPALE BERNAL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10261
NUEVA ALIANZA,YOLANDA ORTEGA GARCIA,10263,MARTHA GUADALUPE CORTES PEREZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10263
NUEVA ALIANZA,BENJAMIN ISACC FALCON TREJO,10265,ARTURO SAID MARTINEZ REBOLLO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10265
NUEVA ALIANZA,LUCERO PALACIOS GALICIA,10267,CLAUDIA VERONICA RAMOS RODRIGUEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10267
NUEVA ALIANZA,JUAN CARLOS ROMO FONSECA,10269,LUIS ANTONIO RAMIREZ ROMERO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10269
NUEVA ALIANZA,TANIA ELIZABETH GAMBOA SANCHEZ,10271,TANIA NAYELY RIVERA SANCHEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10271
MORENA,IRMA ERENDIRA SANDOVAL BALLESTEROS,10029,CAROL BERENICE ARRIAGA GARCIA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10029
MORENA,BERNARDO BATIZ VAZQUEZ,10031,JOSE RAMON PUENTE GOMEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10031
MORENA,BERTHA ELENA LUJAN URANGA,10033,VERA PATRICIA CRUZ NIETO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10033
MORENA,BRUNO IVAN BICHIR NAJERA,10035,JAIME GENARO LOPEZ VELA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10035
MORENA,CLARA MARINA BRUGADA MOLINA,10037,EDNA ELENA VEGA RANGEL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10037
MORENA,CARLOS PAYAN Y VELVER,10039,JESUS RAMIREZ CUEVAS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10039
MORENA,LILIA EUGENIA ROSSBACH SUAREZ,10041,MARTHA PATRICIA LLAGUNO PEREZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10041
MORENA,JAIME FERNANDO CARDENAS GRACIA,10043,JAIME MIGUEL CASTAÑEDA SALAS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10043
MORENA,PATRICIA JIMENA ORTIZ COUTURIER,10045,VIRIDIANA GONZALEZ MARTINEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10045
MORENA,MARDONIO CARBALLO MANUEL,10047,ARISTEO LOPEZ PEREZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10047
MORENA,GABRIELA RODRIGUEZ RAMIREZ,10049,PATRICIA RAMIREZ KURI,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10049
MORENA,JAVIER QUIJANO Y BAZ,10051,ENRIQUE DE LA ROSA LUNA PARRA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10051
MORENA,MARGARITA MARIA VALDES GONZALEZ SALAS,10053,RUTH APOLINAR MALDONADO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10053
MORENA,HECTOR HERMILO BONILLA REBENTUN,10055,BENITO MIRON LINCE,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10055
MORENA,ELVIRA DANIEL KABBAZ ZAGA,10057,PALOMA MONTES GARCIA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10057
MORENA,RAUL BAUTISTA GONZALEZ,10059,JAIME GARCIA ROSAS,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10059
MORENA,MA. DEL CONSUELO SANCHEZ RODRIGUEZ,10061,GISELA GONZALEZ GUERRA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10061
MORENA,FABRIZIO ANTONIO MEJIA MADRID,10063,MARATH BARUCH BOLAÑOS LOPEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10063
MORENA,MARTHA PATRICIA RUIZ ANCHONDO,10065,ALEJANDRA REINA BERNAL HERNANDEZ,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10065
MORENA,JORGE DAMIAN ALCAZAR CASTELLO,10073,JAIME EDUARDO ROJO CEDILLO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10073
MORENA,MAYELA EUGENIA DELGADILLO BARCENA,10079,CECILIA LAURA JORDAN HORTUBE,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10079
MORENA,JAVIER JIMENEZ ESPRIU,10081,GUSTAVO ALEJANDRO GUILLEN SAMPERIO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10081
MORENA,NORMA ESPERANZA LIRA SAADE,10083,CLARA ROBLEDO VILLAVICENCIO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10083
MORENA,RAMON JIMENEZ LOPEZ,10085,ARQUIMIDES PEREZ BELLO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10085
MORENA,MARTHA ELVIA PEREZ BEJARANO,10087,ROSA MARIA HERNANDEZ DURAN,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10087
MORENA,DANIEL ASAF MANJARREZ,10089,ABRAHAM VAZQUEZ PICENO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10089
MORENA,FIORELLA GIOVANNA FABBRI DIAZ,10091,MONICA ALICIA MIERES HERMOSILLO,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10091
MORENA,ALEJANDRO ROJAS DIAZ DURAN,10093,DIEGO CAMACHO AQUIAHUATL,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10093
MORENA,LARISA ORTIZ QUINTERO,10095,MARIA LUISA RIVERA GRIJALVA,True,https://portalanterior.ine.mx/archivos2/portal/Elecciones/2016/PELocales/tipo/unica/CdMex/CandidatasyCandidatos/detalle.html#!/Candidato/10095
